100,414
10100,140363
20100,545022
30100,916649
40100,1723837
50100,2576621
60100,3688423
70100,4809581
80100,5579100
90100,8161436
100100,10354389
110100,12082312
120100,13954545
130100,16079173
140100,19761221
150100,22035184
160100,23561953
170100,27324188
180100,29364772
190100,32972618
200100,36877642
210100,39150016
220100,43418459
230100,49254918
240100,52100703
250100,57703386
260100,60859722
270100,66527664
280100,71307768
290100,76125505
300100,84650023
310100,88969746
320100,92539534
330100,101986087
340100,110891522
350100,113943402
360100,123071445
370100,129780261
380100,135696920
390100,142067859
400100,163204293
410100,157674567
420100,164486290
430100,162976549
440100,172895822
450100,180399675
460100,193917676
470100,195203833
480100,210346879
490100,225068898
500100,224607319
510100,225784257
520100,241905634
530100,254776432
540100,263948122
550100,277936415
560100,300014785
570100,294857593
580100,311931027
590100,329520945
600100,310764921
610100,334897738
620100,343274429
630100,351551974
640100,365128445
650100,377787929
660100,391385059
670100,411542374
680100,444143896
690100,490592234
700100,492817526
710100,498487543
720100,505672233
730100,508062452
740100,555272124
750100,549233789
760100,592178304
770100,587495784
780100,567169874
790100,600686437
800100,595595495
810100,704080711
820100,664423552
830100,605386301
840100,664881163
850100,693916813
860100,686275334
870100,692588824
880100,607458495
890100,655994813
900100,720811950
910100,896258232
920100,959027562
930100,783884123
940100,890870868
950100,913725913
960100,1012342723
970100,840727446
980100,889773947
990100,770483051
